StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q65_Browser,Q65_Version,Q65_Operating System,Q65_Resolution,1_importance,1_newsworthy,1_familiarity,1_observedFrequency,1_desiredFrequency,2_importance,2_newsworthy,2_familiarity,2_observedFrequency,2_desiredFrequency,3_importance,3_newsworthy,3_familiarity,3_observedFrequency,3_desiredFrequency,4_importance,4_newsworthy,4_familiarity,4_observedFrequency,4_desiredFrequency,5_importance,5_newsworthy,5_familiarity,5_observedFrequency,5_desiredFrequency,6_importance,6_newsworthy,6_familiarity,6_observedFrequency,6_desiredFrequency,7_importance,7_newsworthy,7_familiarity,7_observedFrequency,7_desiredFrequency,8_importance,8_newsworthy,8_familiarity,8_observedFrequency,8_desiredFrequency,9_importance,9_newsworthy,9_familiarity,9_observedFrequency,9_desiredFrequency,10_importance,10_newsworthy,10_familiarity,10_observedFrequency,10_desiredFrequency,11_importance,11_newsworthy,11_familiarity,11_observedFrequency,11_desiredFrequency,12_importance,12_newsworthy,12_familiarity,12_observedFrequency,12_desiredFrequency,13_importance,13_newsworthy,13_familiarity,13_observedFrequency,13_desiredFrequency,14_importance,14_newsworthy,14_familiarity,14_observedFrequency,14_desiredFrequency,15_importance,15_newsworthy,15_familiarity,15_observedFrequency,15_desiredFrequency,16_importance,16_newsworthy,16_familiarity,16_observedFrequency,16_desiredFrequency,17_importance,17_newsworthy,17_familiarity,17_observedFrequency,17_desiredFrequency,18_importance,18_newsworthy,18_familiarity,18_observedFrequency,18_desiredFrequency,19_importance,19_newsworthy,19_familiarity,19_observedFrequency,19_desiredFrequency,20_importance,20_newsworthy,20_familiarity,20_observedFrequency,20_desiredFrequency,21_importance,21_newsworthy,21_familiarity,21_observedFrequency,21_desiredFrequency,22_importance,22_newsworthy,22_familiarity,22_observedFrequency,22_desiredFrequency,23_importance,23_newsworthy,23_familiarity,23_observedFrequency,23_desiredFrequency,24_importance,24_newsworthy,24_familiarity,24_observedFrequency,24_desiredFrequency,25_importance,25_newsworthy,25_familiarity,25_observedFrequency,25_desiredFrequency,26_importance,26_newsworthy,26_familiarity,26_observedFrequency,26_desiredFrequency,27_importance,27_newsworthy,27_familiarity,27_observedFrequency,27_desiredFrequency,28_importance,28_newsworthy,28_familiarity,28_observedFrequency,28_desiredFrequency,Age,Gender,Gender_6_TEXT,Education,Income,Ethnicity,Ethnicity_6_TEXT,god,Random,Google,Comments,Length,rid,age,gender,hhi,ethnicity,hispanic,education,political_party,region,zip,endloop
2022-08-02 18:55:13,2022-08-02 18:57:11,IP Address,68.225.246.232,100,117,True,2022-08-02 18:57:11,R_UWmQDsjxmYXn345,"","","","",33.7015,-117.7528,anonymous,EN,Chrome iPad,103.0.5060.63,iPad,834x1112,"","","","","","","","","","","","","","","",High Importance,High newsworthiness,Never Heard of It,None at all this month,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Very high importance,Very high newsworthiness,Heard of It,None at all this month,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",Low importance,Low newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","",Some Importance,Some newsworthiness,Never Heard of It,None at all this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","",No importance,No newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","",30,Male,"",Bachelor's degree in college (4-year),"$30,000 to $39,999",White/Caucasian,"",Very Much   7,No,No,"","","","","","","","","","","","",0
2022-08-02 18:51:44,2022-08-02 18:57:16,IP Address,208.219.29.179,100,331,True,2022-08-02 18:57:16,R_2eXUIAm6l6qmYsj,"","","","",40.7974,-73.4063,anonymous,EN,Chrome,103.0.5060.134,Windows NT 10.0,1366x768,"","","","","","","","","","","","","","","","","","","","","","","","","",High Importance,Very high newsworthiness,Know a Fair Amount,About one per week,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","",Some Importance,Low newsworthiness,Know a Fair Amount,About one every other week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",High Importance,Some newsworthiness,Know a Fair Amount,Just once or twice this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",Some Importance,High newsworthiness,Know a Little,Just once or twice this month,"The same amount of news about """"${lm://Field/1}""""",High Importance,Some newsworthiness,Know It Well,About one every other week,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",25,Female,"",Bachelor's degree in college (4-year),"$40,000 to $49,999",White/Caucasian,"",5,No,No,good,5minnutes,"","","","","","","","","","",0
2022-08-02 18:50:57,2022-08-02 18:57:27,IP Address,98.6.222.186,100,390,True,2022-08-02 18:57:27,R_31sHUjdCmMaHBXh,"","","","",32.8996,-96.7906,anonymous,EN,Chrome,103.0.0.0,Windows NT 10.0,1366x768,Some Importance,Some newsworthiness,Know a Fair Amount,About one every other week,"The same amount of news about """"${lm://Field/1}""""",Some Importance,High newsworthiness,Know a Little,About one every other week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Some Importance,High newsworthiness,Know a Little,About one every other week,"The same amount of news about """"${lm://Field/1}""""",High Importance,Some newsworthiness,Know a Little,About one every other week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",High Importance,Some newsworthiness,Know a Fair Amount,About one every other week,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",45,Female,"",Master's degree,"$30,000 to $39,999",White/Caucasian,"",Very Much   7,No,No,Always I have some time learn something.,9 minutes,"","","","","","","","","","",0
2022-08-02 18:55:07,2022-08-02 18:57:35,IP Address,24.73.14.113,100,147,True,2022-08-02 18:57:35,R_2wEVhCEJuzmFEgk,"","","","",28.3318,-82.2446,anonymous,EN,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,Very high importance,Very high newsworthiness,Know It Well,Multiple times daily,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",High Importance,High newsworthiness,Know a Little,Just once or twice this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","",Low importance,Some newsworthiness,Know a Little,Just once or twice this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","",Very low importance,Very low newsworthiness,Know a Little,About one every other week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Low importance,Some newsworthiness,Know a Little,A few times a week,"The same amount of news about """"${lm://Field/1}""""",41,Male,"",Some college but no degree,"$30,000 to $39,999",White/Caucasian,"",Not at all   0,No,No,"",ten minutes,"","","","","","","","","","",0
2022-08-02 18:56:10,2022-08-02 18:58:03,IP Address,73.242.99.223,100,112,True,2022-08-02 18:58:03,R_rjV0rRW3PqGGtfr,"","","","",45.1692,-93.2487,anonymous,EN,Chrome,103.0.0.0,Windows NT 10.0,1366x768,"","","","","","","","","","",Very high importance,Very high newsworthiness,Know a Fair Amount,Daily,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",High Importance,Some newsworthiness,Heard of It,About one per week,"The same amount of news about """"${lm://Field/1}""""",Some Importance,Some newsworthiness,Know a Fair Amount,Daily,"The same amount of news about """"${lm://Field/1}""""","","","","","",No importance,No newsworthiness,Know a Little,About one every other week,"Less news about """"${lm://Field/1}""""",Very low importance,Low newsworthiness,Know a Little,A few times a week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",43,Female,"",Master's degree,"$100,000 to $149,999",White/Caucasian,"",Very Much   7,No,No,"",3 minutes ,"","","","","","","","","","",0
2022-08-02 18:54:48,2022-08-02 18:58:12,IP Address,217.180.201.253,100,203,True,2022-08-02 18:58:12,R_2wtv1NtauRX3h4R,"","","","",38.0052,-84.423,anonymous,EN,Chrome,103.0.0.0,Windows NT 10.0,1280x720,"","","","","","","","","","","","","","","",High Importance,High newsworthiness,Know a Little,About one per week,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",Very high importance,Very high newsworthiness,Know a Fair Amount,A few times a week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",High Importance,Some newsworthiness,Heard of It,None at all this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","",No importance,Very low newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No importance,Very low newsworthiness,Never Heard of It,None at all this month,"The same amount of news about """"${lm://Field/1}""""","","","","","",37,Male,"",Bachelor's degree in college (4-year),"$50,000 to $59,999",White/Caucasian,"",Not at all   0,No,No,"",5 minutes,"","","","","","","","","","",0
2022-08-02 18:49:11,2022-08-02 18:58:25,IP Address,99.113.49.188,100,554,True,2022-08-02 18:58:26,R_3niSjFckFv0L0eF,"","","","",42.776,-83.2735,anonymous,EN,Chrome,103.0.0.0,Windows NT 10.0,1536x864,"","","","","","","","","","","","","","","",Low importance,Low newsworthiness,Heard of It,Just once or twice this month,"Less news about """"${lm://Field/1}""""",Low importance,Very low newsworthiness,Know a Fair Amount,Just once or twice this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","",Very high importance,Very high newsworthiness,Know a Fair Amount,A few times a week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","",High Importance,Low newsworthiness,Know a Little,Just once or twice this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Very low importance,Very low newsworthiness,Never Heard of It,None at all this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","",55,Male,"",Bachelor's degree in college (4-year),"$100,000 to $149,999",White/Caucasian,"",6,No,No,Great study. I enjoyed it.,10 minutes,"","","","","","","","","","",0
2022-08-02 18:56:26,2022-08-02 18:58:29,IP Address,208.92.106.13,100,122,True,2022-08-02 18:58:30,R_1jZInbfoMsH2tF4,"","","","",36.6258,-88.7365,anonymous,EN,Chrome,102.0.0.0,Macintosh,1366x768,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Very high importance,Very high newsworthiness,Know a Little,A few times a week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No importance,No newsworthiness,Never Heard of It,Multiple times daily,"Less news about """"${lm://Field/1}""""",No importance,No newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","",No importance,No newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""",No importance,No newsworthiness,Never Heard of It,About one per week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",21,Female,"",Some college but no degree,"$50,000 to $59,999",White/Caucasian,"",Very Much   7,No,No,"","2 minutes and 7 seconds
","","","","","","","","","","",0
2022-08-02 18:56:00,2022-08-02 18:58:43,IP Address,98.4.44.75,100,163,True,2022-08-02 18:58:43,R_3spLaqlfZ28ymQh,"","","","",42.9102,-78.6625,anonymous,EN,Chrome,103.0.0.0,Macintosh,1440x900,"","","","","","","","","","","","","","","","","","","","",Very low importance,Some newsworthiness,Know a Fair Amount,About one per week,"Less news about """"${lm://Field/1}""""","","","","","",Some Importance,High newsworthiness,Know a Little,Just once or twice this month,"The same amount of news about """"${lm://Field/1}""""","","","","","",Very high importance,Very high newsworthiness,Know It Well,Daily,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","",Very high importance,Very high newsworthiness,Know It Well,Daily,"More news about """"${lm://Field/1}""""",Very low importance,Low newsworthiness,Heard of It,Just once or twice this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",47,Female,"",Master's degree,"$150,000 or more",White/Caucasian,"",Very Much   7,No,No,"",5 min,"","","","","","","","","","",0
2022-08-02 18:56:26,2022-08-02 18:59:05,IP Address,208.218.231.197,100,159,True,2022-08-02 18:59:06,R_NXgxHZhRdz0GwF3,"","","","",40.7484,-73.862,anonymous,EN,Chrome,103.0.0.0,Windows NT 10.0,1440x900,"","","","","","","","","","","","","","","","","","","","",High Importance,Some newsworthiness,Know a Little,About one every other week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",High Importance,Low newsworthiness,Heard of It,About one every other week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","",High Importance,Low newsworthiness,Know a Little,About one every other week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","",High Importance,Some newsworthiness,Know a Fair Amount,About one per week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","",High Importance,Some newsworthiness,Know a Little,About one per week,"The same amount of news about """"${lm://Field/1}""""",28,Male,"",Bachelor's degree in college (4-year),"$40,000 to $49,999",White/Caucasian,"",6,Yes,No,its good,6 minutes ,"","","","","","","","","","",0
2022-08-02 18:54:05,2022-08-02 18:59:11,IP Address,208.88.203.243,100,306,True,2022-08-02 18:59:12,R_0kavUipiwHHpIpX,"","","","",40.1968,-88.3925,anonymous,EN,Chrome,103.0.0.0,Macintosh,1440x900,"","","","","","","","","","",High Importance,High newsworthiness,Know a Fair Amount,A few times a week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Low importance,Some newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""",Very low importance,Very low newsworthiness,Know a Fair Amount,About one per week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Very low importance,Very low newsworthiness,Know a Little,Just once or twice this month,"Less news about """"${lm://Field/1}""""","","","","","",High Importance,High newsworthiness,Know a Fair Amount,A few times a week,"Less news about """"${lm://Field/1}""""",60,Male,"",Doctoral degree,"$70,000 to $79,999",White/Caucasian,"",5,No,No,I have no comments or feedback.,Approximately 3-5 minutes,"","","","","","","","","","",0
2022-08-02 18:53:25,2022-08-02 18:59:34,IP Address,174.79.97.131,100,369,True,2022-08-02 18:59:35,R_WDImGextsSTfYZj,"","","","",38.0465,-97.3483,anonymous,EN,Chrome,103.0.0.0,Windows NT 10.0,1024x768,"","","","","","","","","","","","","","","","","","","","","","","","","",High Importance,High newsworthiness,Know a Little,Just once or twice this month,"The same amount of news about """"${lm://Field/1}""""","","","","","",Some Importance,Some newsworthiness,Know a Little,Just once or twice this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",Very high importance,Very high newsworthiness,Know a Little,About one per week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Very high importance,High newsworthiness,Know It Well,About one per week,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",High Importance,High newsworthiness,Know a Fair Amount,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","",53,Female,"",Associate degree in college (2-year),"$20,000 to $29,999",Black or African American,"",Very Much   7,No,No,Good,5 minutes,"","","","","","","","","","",0
2022-08-02 18:54:20,2022-08-02 18:59:42,IP Address,98.144.174.248,100,321,True,2022-08-02 18:59:42,R_3k1VO1WVV79Kfnz,"","","","",42.8895,-87.9074,anonymous,EN,Chrome,103.0.0.0,Windows NT 10.0,1440x900,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",High Importance,High newsworthiness,Heard of It,About one every other week,"The same amount of news about """"${lm://Field/1}""""",Some Importance,Some newsworthiness,Know a Little,Daily,"Less news about """"${lm://Field/1}""""","","","","","",Some Importance,Some newsworthiness,Know a Little,A few times a week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","",High Importance,High newsworthiness,Know a Little,Just once or twice this month,"More news about """"${lm://Field/1}""""","","","","","","","","","","",Very low importance,Low newsworthiness,Heard of It,A few times a week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",49,Male,"",High school graduate (high school diploma or equivalent including GED),"$10,000 to $19,999",White/Caucasian,"",Not at all   0,No,No,the news needs more animal and feel good stories not just gloom ,about 5 min,"","","","","","","","","","",0
2022-08-02 18:54:52,2022-08-02 18:59:54,IP Address,66.75.25.248,100,302,True,2022-08-02 18:59:54,R_3L5uZiWAXvonCYN,"","","","",34.8924,-117.0451,anonymous,EN,Chrome,103.0.0.0,Windows NT 10.0,971x547,"","","","","",Some Importance,No newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""",Very high importance,Very high newsworthiness,Know a Little,None at all this month,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Very high importance,Very high newsworthiness,Know a Fair Amount,About one every other week,"More news about """"${lm://Field/1}""""","","","","","","","","","","",Low importance,Very low newsworthiness,Never Heard of It,None at all this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",High Importance,Very high newsworthiness,Never Heard of It,None at all this month,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",33,Male,"",Some college but no degree,"$10,000 to $19,999",White/Caucasian,"",4,No,No,"",three minutes,"","","","","","","","","","",0
2022-08-02 18:54:42,2022-08-02 19:00:07,IP Address,67.143.192.60,100,324,True,2022-08-02 19:00:07,R_5o4rs4p8LacfYAh,"","","","",32.7797,-96.8022,anonymous,EN,Edge,103.0.1264.77,Windows NT 10.0,1536x864,Some Importance,Some newsworthiness,Know It Well,Multiple times daily,"Less news about """"${lm://Field/1}""""","","","","","",Very high importance,Very high newsworthiness,Know It Well,Multiple times daily,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",High Importance,Some newsworthiness,Know It Well,A few times a week,"The same amount of news about """"${lm://Field/1}""""","","","","","",Low importance,No newsworthiness,Know a Little,Just once or twice this month,"Less news about """"${lm://Field/1}""""","","","","","",Very low importance,Very low newsworthiness,Heard of It,Just once or twice this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",32,Male,"",Some college but no degree,"$50,000 to $59,999",White/Caucasian,"",Very Much   7,No,No,"",5 min,"","","","","","","","","","",0
2022-08-02 18:57:07,2022-08-02 19:00:16,IP Address,68.107.155.164,100,189,True,2022-08-02 19:00:17,R_2s5NyoQixnw1HYH,"","","","",36.7969,-76.1797,anonymous,EN,Chrome,101.0.0.0,CrOS aarch64 14588.123.0,1366x768,"","","","","",Some Importance,Very low newsworthiness,Know a Little,Just once or twice this month,"Less news about """"${lm://Field/1}""""","","","","","",High Importance,High newsworthiness,Heard of It,None at all this month,"The same amount of news about """"${lm://Field/1}""""","","","","","",Very low importance,No newsworthiness,Know a Little,None at all this month,"Less news about """"${lm://Field/1}""""",Low importance,Some newsworthiness,Heard of It,Just once or twice this month,"The same amount of news about """"${lm://Field/1}""""",Very high importance,Very high newsworthiness,Know It Well,Just once or twice this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",24,Female,"","Professional degree (JD, MD)","$20,000 to $29,999",White/Caucasian,"",2,No,No,"","","","","","","","","","","","",0
2022-08-02 18:56:27,2022-08-02 19:00:24,IP Address,184.101.26.168,100,237,True,2022-08-02 19:00:25,R_3rHgSo3IfWBMiVn,"","","","",33.4656,-111.9956,anonymous,EN,Chrome,103.0.0.0,CrOS aarch64 14816.131.0,1536x864,"","","","","","","","","","","","","","","","","","","","","","","","","",Low importance,Very low newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","",Some Importance,Some newsworthiness,Know a Little,Just once or twice this month,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No importance,No newsworthiness,Heard of It,Just once or twice this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","",No importance,No newsworthiness,Heard of It,About one per week,"Less news about """"${lm://Field/1}""""","","","","","",Low importance,Low newsworthiness,Heard of It,None at all this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","",30,Female,"",Some college but no degree,"$30,000 to $39,999",White/Caucasian,"",2,No,No,"",about 3 minutes,"","","","","","","","","","",0
2022-08-02 18:58:22,2022-08-02 19:00:45,IP Address,98.216.194.248,100,143,True,2022-08-02 19:00:46,R_1OIRJVYt19mHwoy,"","","","",43.0584,-71.4578,anonymous,EN,Chrome,103.0.5060.134,Windows NT 10.0,1920x1080,High Importance,Very high newsworthiness,Know a Fair Amount,Daily,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","",Low importance,Low newsworthiness,Heard of It,About one every other week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","",Low importance,Some newsworthiness,Know a Little,None at all this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","",Very high importance,Some newsworthiness,Know a Fair Amount,About one every other week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No importance,No newsworthiness,Heard of It,About one per week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","",36,Male,"",Some college but no degree,"$40,000 to $49,999",White/Caucasian,"",Not at all   0,No,No,"",3,"","","","","","","","","","",0
2022-08-02 18:58:35,2022-08-02 19:00:49,IP Address,66.110.248.28,100,133,True,2022-08-02 19:00:49,R_1ouml9hdVrVrALW,"","","","",36.0322,-79.8588,anonymous,EN,Safari,15.1,Macintosh,1512x982,"","","","","","","","","","","","","","","","","","","","",Some Importance,High newsworthiness,Know a Fair Amount,About one per week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","",High Importance,High newsworthiness,Heard of It,Just once or twice this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Some Importance,Some newsworthiness,Never Heard of It,None at all this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No importance,Low newsworthiness,Heard of It,About one every other week,"Less news about """"${lm://Field/1}""""",Very low importance,Very low newsworthiness,Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","",25,Female,"",Bachelor's degree in college (4-year),"$70,000 to $79,999",White/Caucasian,"",Not at all   0,No,No,"",3 minutes,"","","","","","","","","","",0
2022-08-02 18:57:16,2022-08-02 19:01:27,IP Address,108.197.164.71,100,250,True,2022-08-02 19:01:27,R_PYb0C6JViei0kV3,"","","","",41.9778,-88.2018,anonymous,EN,Safari,15.6,Macintosh,1280x800,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",High Importance,High newsworthiness,Know It Well,A few times a week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","",Low importance,Low newsworthiness,Know a Little,Just once or twice this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","",Some Importance,Some newsworthiness,Heard of It,About one every other week,"The same amount of news about """"${lm://Field/1}""""","","","","","",Very low importance,Low newsworthiness,Heard of It,Just once or twice this month,"Less news about """"${lm://Field/1}""""",Very low importance,Very low newsworthiness,Heard of It,Just once or twice this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","",62,Male,"",Bachelor's degree in college (4-year),"$100,000 to $149,999",White/Caucasian,"",5,No,No,"",5 minutes,"","","","","","","","","","",0
2022-08-02 18:59:20,2022-08-02 19:01:55,IP Address,135.26.64.18,100,155,True,2022-08-02 19:01:56,R_2OZvn42RoTeqgN2,"","","","",29.3014,-95.7036,anonymous,EN,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,"","","","","","","","","","","","","","","","","","","","",Some Importance,High newsworthiness,Know It Well,Multiple times daily,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No importance,No newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","",No importance,No newsworthiness,Know It Well,A few times a week,"Less news about """"${lm://Field/1}""""","","","","","",No importance,No newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","",Very high importance,Very high newsworthiness,Know It Well,A few times a week,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","",67,Male,"",Bachelor's degree in college (4-year),"$40,000 to $49,999",White/Caucasian,"",Not at all   0,No,No,"","","","","","","","","","","","",0
2022-08-02 18:57:48,2022-08-02 19:02:07,IP Address,76.184.58.147,100,259,True,2022-08-02 19:02:08,R_WB5egP03f8NPWVj,"","","","",32.8242,-96.7507,anonymous,EN,Chrome,103.0.0.0,Windows NT 10.0,1536x864,"","","","","","","","","","",Very high importance,Very high newsworthiness,Know a Fair Amount,About one per week,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",Very high importance,Very high newsworthiness,Know a Fair Amount,About one every other week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Some Importance,High newsworthiness,Heard of It,Just once or twice this month,"More news about """"${lm://Field/1}""""","","","","","","","","","","",Very low importance,Very low newsworthiness,Heard of It,A few times a week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",No importance,No newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","",24,Male,"",Some college but no degree,"$70,000 to $79,999",Other,Hispanic,1,No,No,"",5 minutes.,"","","","","","","","","","",0
