user_id,age,aot_changebeliefs,aot_evidenceconflicts,aot_loyalbeliefs,aot_maintainbeliefs,aot_regardlesstopic,aot_trueimportant,comments,covidvaccine,crt_1050printer,crt_emilyaprilmay,crt_markadam28,crt_moldbread40,crt_passsecondplace,crt_sheep158died,economicissuespref,ethnicity,gender,politicalposition,politicalpref,random,ses_educationlevel,ses_educationyears,ses_income,ses_ladder,socialmedia_accuracyimportance,socialmedia_followers,socialmedia_following,socialmedia_sharepolitics,socialmedia_usefreq,socialissuespref,studyduration,aot
1653924985367_1z9nk,73,2,1,2,2,2,1,Nope,6,10,June,8,20,2,8,3,white-caucasian,female,1,2,no,5,20,3,5,1,50,6,1,5,2,16,5.33333333333333
1653924987673_98lvu,38,2,2,2,2,2,2,No one warned me there would be math! :D,6,50,Emily,4,8,2,8,1,white-caucasian,female,4,3,no,4,15,6,5,5,516,519,2,5,1,18,5
1653924989124_q1hza,54,2,2,2,1,1,1,"",6,50,Emily,8,20,2,8,2,white-caucasian,trans-non-binary,4,3,no,5,14,0,2,5,412,1032,2,5,1,23,5.5
1653925011727_hipuo,53,1,1,1,1,1,1,"",6,10,Emily,24,39,2,8,3,white-caucasian,male,3,3,no,4,15,8,5,3,20,50,2,5,2,19,6
1653925016245_u23t6,25,3,3,4,4,4,5,interesting study,6,10,June,8,20,1,7,1,white-caucasian,female,2,6,no,6,15,8,9,5,100,1,2,5,1,29,3.16666666666667
1653925018849_sdde1,44,5,4,3,3,3,2,None ,6,5,Emily,4,20,2,8,2,white-caucasian,male,3,4,no,5,17,1,5,5,400,100,2,5,4,16,3.66666666666667
1653925056160_2mxho,41,3,3,4,3,3,2,no,6,50,Emily,20,20,2,8,4,white-caucasian,female,2,4,no,6,19,1,7,4,300,20,1,5,4,11,4
1653925075660_wxfd7,29,4,5,3,4,2,4,NO,5,50,JUNE,8,39,1,8,5,white-caucasian,female,1,1,no,6,4,7,6,5,200,1,2,5,5,21,3.33333333333333
1653925094101_6soll,29,1,1,3,1,1,1,"",6,50,June,8,20,1,8,1,black-african-american,male,1,1,no,2,3,5,5,5,200,1000,2,5,1,24,5.66666666666667
1653925111474_2xufp,40,4,4,2,3,2,3,no,1,10,Emily,4,39,2,8,5,other,female,2,4,no,4,2,3,3,5,0,0,1,5,5,33,4
1653925124617_witbc,29,2,2,2,2,2,2,"",2,10,Emily,8,39,2,8,4,white-caucasian;asian,male,2,5,no,5,8,0,5,5,40,60,2,5,4,20,5
1653925147334_aed74,22,5,5,5,5,5,5,"",6,50,June,8,20,1,7,3,black-african-american,male,1,3,no,2,12,2,5,5,1600,50,2,5,3,10,2
1653925161396_zdn8x,44,3,1,3,2,2,1,"",3,50,Emily,8,20,1,7,3,white-caucasian,female,3,3,no,4,13,1,2,5,2300,2600,2,5,2,28,5
1653925179121_p5q9v,25,5,4,4,4,4,5,None,3,50,June,8,20,1,7,5,white-caucasian,male,2,6,no,5,4,5,7,4,9,15,2,5,5,16,2.66666666666667
1653925189041_8ge9v,37,5,4,6,6,4,5,The survey is very interesting.,5,50,June,48,20,1,7,4,white-caucasian,female,2,6,yes,6,4,5,6,5,7,2,2,4,5,5,2
1653925211488_77akk,55,4,3,2,2,2,3,none,6,10,Emily,4,39,2,8,3,white-caucasian,female,3,3,yes,5,17,5,4,5,120,12,2,5,2,28,4.33333333333333
1653925214790_zki82,52,1,1,1,1,1,1,None,6,10,June,8,39,2,8,2,asian,male,1,2,no,5,17,1,7,3,478,3,2,5,1,20,6
1653925218886_iyk6z,43,4,4,4,3,3,2,"",6,10,Emily,4,39,2,8,1,white-caucasian,male,1,1,no,5,16,4,3,5,300,300,1,5,1,13,3.66666666666667
1653925236022_6f69l,41,3,1,1,4,1,1,none,6,10,june,8,20,2,8,2,white-caucasian,female,1,3,no,3,14,8,3,5,550,10000,1,5,2,17,5.16666666666667
1653925241681_q3tc4,36,5,4,4,4,2,3,No,1,50,Emily,8,1,2,8,2,white-caucasian,female,1,3,no,2,13,4,5,1,200,20,1,4,2,27,3.33333333333333
1653925280464_r9ape,32,3,2,3,4,3,4,none,1,50,Emily,8,20,2,7,3,black-african-american,male,2,4,no,5,16,6,3,3,1000,3,2,5,3,6,3.83333333333333
1653925315978_tmih1,54,2,2,5,2,1,2,no,6,50,emily,8,20,2,8,2,white-caucasian,male,1,2,no,4,14,1,3,5,45,25,2,5,2,5,4.66666666666667
1653925322816_ipnhf,35,5,4,5,4,5,3,nice,5,10,Jun,8,24,2,7,4,black-african-american,male,2,5,no,5,15,5,6,2,6,5,2,3,4,13,2.66666666666667
1653925342299_ihmw0,25,2,1,2,3,2,1,"",1,50,Emily,8,39,1,7,2,white-caucasian,female,3,3,no,2,0,3,3,5,0,0,0,1,4,15,5.16666666666667
1653925342425_9php8,59,2,3,2,2,2,2,"",6,10,Emily,4,39,2,8,3,white-caucasian,female,4,4,no,5,17,4,3,5,204,78,1,5,3,18,4.83333333333333
1653925343517_i8v1s,48,4,4,4,2,2,2,No thank you.,1,10,Emily,8,20,1,7,4,white-caucasian,female,2,5,no,2,12,5,5,1,3500,25,2,5,4,20,4
1653925371371_18dw6,31,3,3,2,4,2,3,"",3,10,emily,4,39,2,7,3,black-african-american,male,1,3,no,5,14,4,5,2,14,32,2,5,1,14,4.16666666666667
1653925399190_r19yb,27,3,4,3,3,4,2,No,6,10,Emily,4,20,2,8,4,white-caucasian,female,1,3,no,6,20,6,7,1,850,1000,1,5,2,11,3.83333333333333
1653925428477_544zz,33,4,5,3,4,3,3,no,6,10,Emily,4,39,2,8,2,black-african-american,female,1,2,no,5,16,2,4,4,50,50,2,4,2,23,3.33333333333333
1653925429001_w8y9q,58,6,4,4,4,4,1,no,1,50,Emily,8,20,1,8,3,black-african-american,female,4,4,no,5,16,4,5,3,261,3,1,5,3,20,3.16666666666667
1653925491346_x15y3,24,3,3,3,3,3,2,No,6,50,Emily,8,20,2,8,1,white-caucasian,female,3,3,no,5,16,3,5,3,288,573,2,5,1,8,4.16666666666667
1653925532467_pjdwx,29,3,4,6,2,3,2,"",6,10,Emily,4,39,2,8,2,asian,male,1,2,no,6,18,1,7,5,300,500,2,5,2,15,3.66666666666667
1653925560224_iwe7s,24,2,1,2,3,1,1,Thank you! :),6,50,Emily,8,20,1,8,2,white-caucasian,male,1,3,no,2,0,5,2,5,250,200,2,5,2,17,5.33333333333333
1653925599542_nl3qn,40,3,4,3,3,2,4,"",5,10,6,8,20,1,7,3,asian,male,1,3,no,4,15,6,5,2,5,4,2,4,4,12,3.83333333333333
1653925605725_7ah8e,50,3,2,2,2,1,1,"",6,10,Emily,8,39,2,8,2,white-caucasian,female,1,2,no,4,14,5,6,2,360,1590,2,5,3,23,5.16666666666667
1653925630366_bh8an,35,5,5,5,5,5,5,no,2,50,june,8,20,2,7,4,black-african-american,female,3,4,no,4,12,2,5,4,300,25,2,5,5,13,2
1653925633401_76gzp,24,4,5,3,4,4,4,none,6,50,june,8,20,1,7,4,white-caucasian,male,2,3,no,5,16,7,7,4,5,1,2,5,4,4,3
1653925674945_xfmc8,29,2,2,2,2,2,2,No.,6,50,Emily,8,20,1,8,3,white-caucasian;black-african-american,female,4,4,no,2,15,7,5,4,141,211,1,5,3,12,5
1653925703500_vqzik,43,1,1,2,1,1,1,Best of luck,6,10,Emily,4,39,2,8,2,white-caucasian,male,1,2,no,4,16,1,7,5,250,50,1,5,1,16,5.83333333333333
1653925790252_gpjqr,22,3,4,4,2,2,2,No,6,10,Emily,8,39,2,8,2,white-caucasian,male,2,4,no,2,14,3,5,4,10,50,2,5,3,25,4.16666666666667
1653925800972_n3043,40,2,1,1,3,1,1,"",6,50,Emily,8,39,2,8,1,white-caucasian;black-african-american,female,1,1,no,5,16,4,5,5,770,1000,2,5,1,19,5.5
1653925849607_gvu2j,44,5,5,6,5,4,5,Thank 3,6,10,June,8,20,2,7,4,white-caucasian,female,3,4,no,1,11,0,4,5,5000,2000,2,4,4,19,2
1653925852714_59qmr,74,4,4,4,4,4,4,"",3,50,June,8,20,1,8,4,white-caucasian,male,2,5,no,6,18,6,3,1,50,5,1,5,4,9,3
1653925858928_oi6hn,22,5,6,5,6,4,2,"",6,50,June,8,20,1,7,1,white-caucasian,male,1,1,no,4,13,2,3,3,300,1000,2,5,1,38,2.33333333333333
1653925888098_q34y8,33,4,4,4,4,1,1,"",6,10,Emily,8,39,1,8,1,white-caucasian,male,4,3,no,2,12,5,2,5,1,30,2,4,1,15,4
1653925941152_rbs6f,33,4,3,4,3,3,3,"",2,50,Emily,8,20,2,7,1,black-african-american,female,1,1,no,6,18,6,5,1,400,400,2,5,1,14,3.66666666666667
1653925953532_ob6b0,23,3,3,2,3,2,2,"",6,10,Emily,4,39,2,8,4,white-caucasian,female,3,4,no,6,18,1,6,4,300,100,1,5,3,8,4.5
1653926061282_q2f67,23,3,2,2,3,2,2,"",6,10,Emily,8,39,1,8,1,white-caucasian;american-indian-alaska-native,female,1,1,no,5,16,5,4,4,100,30,2,5,1,17,4.66666666666667
1653926084438_qq5yl,38,5,4,5,4,4,4,NA,1,10,June,4,39,2,8,5,white-caucasian,male,3,4,no,6,18,1,7,1,45,60,1,5,4,14,2.66666666666667
1653926100503_osg89,50,2,2,2,1,1,2,"",6,50,Emily,8,20,2,8,1,white-caucasian,trans-male,1,1,no,5,16,2,2,3,200,100,2,5,1,21,5.33333333333333
1653926108253_rno1r,28,6,5,3,5,4,2,"",6,50,emily,8,20,2,8,2,asian,female,1,2,no,5,20,2,4,3,250,35,1,5,2,16,2.83333333333333
1653926128167_ty6s3,47,4,4,3,2,2,2,"",4,10,Emily,8,39,2,8,3,white-caucasian,male,2,5,no,5,17,2,3,3,10,25,2,5,5,24,4.16666666666667
1653926167059_98qtz,53,3,3,3,3,2,2,no,1,10,Emily,8,39,2,8,5,white-caucasian,female,2,6,no,3,1,1,6,5,500,1,1,5,5,15,4.33333333333333
1653926182500_oxyj2,52,4,6,5,3,4,4,good,3,50,june,27,47,2,7,2,white-caucasian,male,1,2,no,5,16,0,7,3,55,2,2,4,1,15,2.66666666666667
1653926226665_jpnwy,21,1,1,2,1,1,1,The formal education question confused me,6,10,Emily,8,39,2,8,3,asian,male,1,2,no,5,18,3,3,5,400,1000,2,5,2,14,5.83333333333333
1653926238394_jxol2,55,2,2,2,2,2,2,"",6,50,June,8,39,1,8,3,white-caucasian,male,1,1,no,5,4,7,5,5,150,300,2,5,1,11,5
1653926304999_h0e6m,35,3,3,2,1,1,1,none,6,10,Emily,4,39,2,8,2,white-caucasian,male,1,1,no,5,18,9,6,5,30,20,1,5,2,11,5.16666666666667
1653926338551_pcnjn,29,4,6,5,4,6,3,N/A,4,10,Emily,8,39,2,8,2,white-caucasian,female,1,1,yes,5,16,5,5,4,7,5,2,4,2,25,2.33333333333333
1653926384277_85n4o,42,4,4,3,4,2,2,no,1,50,Emily,8,20,2,8,3,white-caucasian,female,3,4,no,2,12,6,5,4,100,100,2,5,3,22,3.83333333333333
1653926476419_vnegy,35,1,1,1,1,1,1,"",6,10,June,4,39,2,8,2,white-caucasian,male,1,3,no,5,16,6,5,1,20,8,1,3,1,15,6
1653926480165_f6vxz,51,4,4,3,4,4,3,"",6,50,Emily,8,20,1,8,2,black-african-american,female,3,3,no,4,14,1,4,1,445,800,1,5,2,18,3.33333333333333
1653926528523_5i1mo,44,3,3,5,2,2,5,n/a,6,10,emily,8,39,1,8,4,white-caucasian,female,3,4,no,6,18,9,5,5,900,400,2,4,3,10,3.66666666666667
1653926536818_5t8zm,26,3,2,2,2,2,3,No.,1,10,Emily,4,39,2,8,2,black-african-american,female,3,3,no,5,16,1,4,5,60,57,2,5,2,15,4.66666666666667
1653926546675_ds2sm,51,5,5,3,6,4,3,"",6,50,Emily,4,39,2,8,3,white-caucasian,male,3,4,no,5,20,1,7,1,7,10,1,5,3,14,2.66666666666667
1653926548951_khlh0,25,5,5,5,5,6,5,Thank you for engaging me.,6,50,Emily,4,20,2,8,3,black-african-american,male,1,2,no,5,20,4,5,4,4,100,2,5,3,16,1.83333333333333
1653926551541_y3att,50,4,4,3,4,3,3,"",6,1,Emily,8,39,1,8,4,white-caucasian,female,1,3,no,5,16,7,5,1,4,2,1,2,2,25,3.5
1653926602837_loh2y,36,1,1,1,1,1,1,no,3,10,Emily,4,39,2,8,3,white-caucasian,male,3,3,no,5,16,0,2,1,0,0,0,1,2,10,6
1653926605945_a4lv8,61,3,2,3,2,2,1,Your estimate for the study of 15 minutes is balderdash in the event one actually considered in detail all the posts you had the survey taker look over.,6,10,Emily,4,39,2,8,4,white-caucasian;american-indian-alaska-native,male,3,3,no,5,16,2,3,1,0,30,1,5,2,26,4.83333333333333
1653926638993_7k3t3,24,2,2,2,3,3,2,"",6,50,Emily,8,20,2,8,1,white-caucasian,female,1,1,no,5,16,7,6,4,1050,700,2,5,1,9,4.66666666666667
1653926720637_fogct,53,5,5,3,4,4,3,no,6,50,Emily,8,80,1,7,2,white-caucasian,female,1,3,no,5,16,8,5,4,500,500,2,5,2,10,3
1653926749474_w8dnl,54,6,6,6,6,6,2,"",6,50,June,4,39,1,7,3,asian,male,3,3,no,6,25,3,7,4,0,1,1,1,3,16,1.66666666666667
1653926852793_nb7cf,29,3,2,3,3,3,2,"none, thanks.",6,10,Emily,4,39,1,8,1,white-caucasian,female,1,1,no,3,13,1,3,4,1200,280,2,5,1,13,4.33333333333333
1653926866774_mzm1q,38,2,2,2,1,1,1,"",6,10,June,8,39,2,8,1,white-caucasian,female,1,1,no,5,16,7,5,5,70,170,2,5,1,23,5.5
1653926872010_dwcyu,31,3,3,3,3,2,2,"",6,10,Emily,4,39,2,8,4,white-caucasian,male,1,3,no,4,14,4,5,5,5,15,1,5,3,11,4.33333333333333
1653926951758_kejaq,41,1,1,2,1,1,1,"",1,10,June,8,20,1,7,2,white-caucasian,male,3,3,no,4,12,5,5,1,314,440,1,5,2,8,5.83333333333333
1653927021308_ra0x9,61,4,3,3,1,3,2,I was vaccinated 3 times & I just got Covid. ,6,10,June,8,20,1,7,5,white-caucasian,male,2,5,no,3,13,9,4,5,3,2,1,4,2,24,4.33333333333333
1653927028385_aycs9,37,4,2,2,2,2,2,Nothing comes to mind.,6,10,June,8,39,1,7,1,white-caucasian,male,1,2,no,2,12,1,1,1,0,0,1,5,1,5,4.66666666666667
1653927030023_kdc27,53,2,2,2,2,1,1,THANK YOU,6,10,EMILY,4,39,2,8,5,white-caucasian,female,2,4,no,5,18,1,7,1,300,700,2,5,1,15,5.33333333333333
1653927046569_spyg5,59,1,1,1,1,1,1,"",1,5,Emily,8,47,2,8,3,white-caucasian,female,1,3,no,3,14,3,3,5,33,54,1,3,3,15,6
1653927049241_bxawa,56,3,3,3,2,2,3,no,6,50,June,8,20,1,8,1,white-caucasian,female,1,2,no,5,4,5,5,5,1000,600,1,5,1,12,4.33333333333333
1653927055995_b7wo1,31,1,1,1,1,1,1,"",6,10,emily,8,39,1,8,1,white-caucasian,female,1,1,no,2,12,3,3,5,55,1000,1,4,1,12,6
1653927065230_p1mqb,29,2,3,2,1,1,2,"",1,10,Emily,8,39,2,7,4,white-caucasian,male,2,4,yes,5,17,1,2,3,145,154,2,5,4,14,5.16666666666667
1653927085647_60oh6,27,6,4,6,3,5,2,"",3,500,June,8,20,2,8,3,white-caucasian,male,3,3,no,4,16,5,5,4,1400,500,1,5,2,10,2.66666666666667
1653927122716_4lycl,25,6,6,4,6,4,4,no,1,50,June,8,39,2,7,5,white-caucasian,female,3,4,no,2,13,2,1,1,405,2,1,5,5,19,2
1653927148713_qb3ma,25,5,4,6,5,3,2,Thank you for allowing me to participate! ,2,50,emily,8,20,2,8,2,white-caucasian;black-african-american,female,2,4,no,5,16,0,3,2,1568,989,1,5,2,13,2.83333333333333
1653927187199_x1swp,22,5,2,2,3,5,4,"",6,10,June,8,20,1,8,3,white-caucasian,male,3,3,no,4,15,2,1,4,9,25,1,5,3,8,3.5
1653927189704_gxhan,56,2,2,2,1,2,1,"",6,10,Emily,4,39,2,8,1,white-caucasian,female,3,1,no,5,16,1,2,4,29,70,2,5,1,15,5.33333333333333
1653927197463_1ry96,29,4,3,4,3,4,5,It was good to complete this study.,5,10,Emily,4,24,2,8,4,white-caucasian,female,2,5,yes,5,16,2,6,5,244,755,2,5,4,27,3.16666666666667
1653927353049_p7dm6,29,3,3,3,3,3,3,"",6,10,Emily,10,39,2,8,2,white-caucasian,male,1,3,no,5,16,3,5,4,100,50,1,5,3,8,4
1653927394408_3wwgg,26,3,4,4,2,1,2,"",1,10,emily,4,20,1,8,5,white-caucasian,male,2,6,no,2,12,7,3,1,263,644,1,4,5,10,4.33333333333333
1653927399506_qfv3f,63,3,3,2,3,2,2,"",6,10,Emily,4,39,2,8,1,other,male,1,1,no,5,17,2,3,5,2000,100,2,3,1,12,4.5
1653927407293_0u1ge,24,3,1,2,2,1,1,"",6,50,Emily,8,20,2,8,2,white-caucasian,female,1,3,no,2,12,2,3,5,200,300,2,3,2,17,5.33333333333333
1653927430917_b9so2,42,3,4,3,2,2,2,none,1,50,June,8,20,2,7,4,black-african-american,male,3,4,no,6,18,1,8,4,50,10,2,5,4,29,4.33333333333333
1653927434347_euvji,40,4,3,2,3,2,2,no,6,10,Emily,4,39,2,8,2,white-caucasian,male,1,1,no,5,16,5,5,5,450,700,2,5,1,10,4.33333333333333
1653927462032_hcw31,48,3,4,5,4,3,2,no,5,500,emily,8,20,1,7,4,asian,female,2,5,no,5,14,2,5,4,100,1,1,5,4,22,3.5
1653927507957_wn3ia,38,4,2,3,2,2,2,no,6,10,Emily,8,30,1,8,1,white-caucasian,female,1,3,no,4,15,2,3,1,0,0,1,5,1,12,4.5
1653927537073_clrxs,21,2,2,2,2,2,2,None,6,10,Emily,4,39,2,8,3,asian,female,3,3,no,4,15,4,6,2,700,4,1,5,3,15,5
1653927544833_5le8r,56,3,3,3,3,4,4,"",3,50,June,87,20,1,7,2,white-caucasian,female,1,2,no,2,12,7,3,4,20,1,1,2,2,13,3.66666666666667
1653927575643_mya0n,21,2,2,6,4,2,3,"",6,10,Emily,8,39,2,8,1,black-african-american,male,1,2,no,1,12,1,2,1,0,0,2,4,1,8,3.83333333333333
1653927594671_zf1to,26,4,5,4,5,4,5,I really enjoyed this study! Thank you all so much.,2,10,June,8,20,1,7,4,other,female,3,4,no,4,2,2,3,3,452,380,1,5,3,16,2.5
1653927594728_gtnnd,50,4,2,2,3,2,1,"",6,50,Emily,8,20,1,8,4,white-caucasian,female,3,4,no,4,16,3,3,5,224,250,1,5,2,29,4.66666666666667
1653927669349_pz6tg,61,3,1,1,2,1,1,no,6,10,emily,4,39,2,8,3,white-caucasian,male,1,2,no,6,21,1,3,5,220,12,1,4,2,15,5.5
1653927691919_06hfi,49,6,5,4,6,3,4,none,6,50,June,8,20,1,7,4,white-caucasian,male,3,4,no,4,15,6,5,3,263,15,2,5,4,9,2.33333333333333
1653927729149_wjizt,36,5,5,4,5,4,3,No,6,50,Emily,8,20,1,8,2,white-caucasian;american-indian-alaska-native,female,3,3,no,4,15,0,2,4,10,1,2,4,2,10,2.66666666666667
1653927749992_fluk2,30,1,2,1,1,1,1,n/a,6,10,Emily,4,39,2,8,1,white-caucasian,male,1,1,no,4,15,1,6,5,850,345,2,5,1,12,5.83333333333333
1653927758234_fyp08,62,3,4,3,3,3,2,"",6,10,Emily,8,39,2,8,1,white-caucasian,female,1,1,no,5,17,7,6,4,1000,2000,2,5,1,15,4
1653927828664_b0ar1,30,6,6,5,5,5,4,"",1,50,Emily,8,20,2,8,3,black-african-american,female,3,3,no,2,13,1,2,1,0,6,2,5,3,16,1.83333333333333
1653927842039_dsvj1,34,3,3,3,3,3,2,no,6,10,Emily,8,40,2,7,1,black-african-american,female,1,1,no,5,18,3,3,5,450,120,2,5,1,9,4.16666666666667
1653927849822_uafha,52,4,4,4,4,4,4,no,6,50,June,8,20,1,7,3,white-caucasian,female,2,5,no,5,16,2,5,4,300,200,1,5,3,15,3
1653928043279_hba8d,34,5,5,5,5,5,5,No,1,50,Emily,8,10,2,8,5,white-caucasian,female,2,6,no,5,17,7,5,5,50,100,1,5,5,7,2
1653928113206_4rv5w,47,1,1,1,1,1,1,no,6,10,Emily,4,39,1,8,3,white-caucasian,female,1,1,no,6,18,1,7,5,30,30,1,4,1,13,6
1653928267266_9cx6u,26,3,2,2,3,2,2,"There was a question asking how one feels about the covid-19 vaccine, but the options provided were actually about whether or not one has been vaccinated or plans to be vaccinated.",6,10,Emily,4,39,2,8,1,"",male,1,3,no,6,18,6,6,5,183,753,2,5,1,13,4.66666666666667
1653928441586_hdiub,32,3,1,3,2,2,1,no,6,10,Emily,8,20,2,7,5,white-caucasian,male,2,4,no,5,15,4,5,5,100,4,1,5,5,8,5
1653928471816_h0sra,35,3,2,2,1,1,2,nope!,6,10,Emily,8,39,2,8,1,white-caucasian,female,1,1,no,5,17,1,3,5,500,2000,2,5,1,22,5.16666666666667
1653928497376_yquro,62,6,5,3,6,3,2,no,6,50,June,8,20,1,7,3,black-african-american,female,1,3,no,4,2,3,3,1,0,1,0,2,3,17,2.83333333333333
1653928509592_olot1,70,1,1,1,1,1,1,no,6,50,Emily,8,39,2,8,2,white-caucasian,male,1,1,no,5,17,7,4,5,160,50,2,4,2,16,6
1653928514516_dnis9,23,4,3,2,2,2,1,"Stayed focused throughout, although the study did feel a tiny bit long.",6,50,Emily,8,39,1,8,1,white-caucasian,male,1,3,no,4,2,3,3,4,44,38,2,4,3,23,4.66666666666667
1653928526161_hjuqd,71,2,2,2,2,2,2,no,4,10,emily,8,39,2,8,4,white-caucasian,male,4,4,no,4,12,3,3,5,6,6,1,5,4,17,5
1653928537832_2rt7u,33,1,1,1,2,1,1,"",6,50,Emily,8,20,1,7,2,white-caucasian,female,1,2,no,6,18,6,5,2,321,700,2,5,1,7,5.83333333333333
1653928638214_cpw79,56,1,1,1,1,1,1,"",6,10,Emily,8,39,2,8,2,white-caucasian,male,1,3,no,4,14,0,3,5,50,10,2,4,2,19,6
1653928659203_wmjgu,24,1,2,1,1,1,2,no,6,10,Emily,8,10,2,8,2,white-caucasian,other,4,1,no,5,4,3,3,5,1000,550,2,5,1,11,5.66666666666667
1653928712349_m17h1,28,6,6,2,1,1,5,"",1,10,Emily,8,39,2,8,2,white-caucasian,male,1,3,no,5,17,0,4,4,750,186,1,5,3,13,3.5
1653928962333_65txm,67,1,1,6,1,1,5,no,6,50,June,8,20,2,7,3,black-african-american,female,4,3,no,2,12,5,5,3,25,3,1,5,3,15,4.5
1653929036351_ge1kj,50,4,5,4,5,4,4,"",1,50,june,8,20,1,7,2,white-caucasian,female,1,2,no,4,16,0,2,3,9000,10,2,5,2,21,2.66666666666667
1653929075126_l7is7,41,5,5,5,6,6,6,like,6,10,Emily,20,47,2,7,5,white-caucasian,male,2,6,yes,6,18,7,8,5,7,7,2,5,5,13,1.5
1653929127876_igk0k,28,4,2,2,2,1,2,No,6,10,Emily,4,39,2,8,3,asian,male,1,3,no,5,4,7,4,2,75,200,1,3,3,8,4.83333333333333
1653929167285_gc24i,28,2,2,2,2,2,2,"",6,50,Emily,8,20,1,8,2,white-caucasian,trans-non-binary,3,1,no,5,16,5,5,4,420,225,2,5,1,14,5
1653929203782_527fe,42,3,3,2,3,3,3,No comments to share but thank you.,6,10,Emily,4,39,2,8,2,asian,male,1,3,no,5,17,6,5,5,327,15,1,5,2,16,4.16666666666667
1653929221684_11gju,28,4,4,3,3,3,3,no,6,15,june,8,8,2,8,2,black-african-american,female,3,4,no,5,16,1,3,3,500,5,2,4,4,20,3.66666666666667
1653929366307_fpr1i,48,3,3,3,1,1,1,"",6,50,Emily,4,39,2,8,2,white-caucasian;other,male,1,1,no,6,20,6,4,5,750,500,1,5,1,24,5
1653929374628_jbu0w,40,4,5,3,4,4,4,"",6,10,Emily,8,1,2,8,3,black-african-american,male,1,1,no,5,23,6,5,2,3500,3,1,5,3,11,3
1653929419688_rjkld,27,3,3,3,2,2,2,"I'm not sure I properly understand the question about formal education. Since I was homeschooled except for college, I'm just counting my college years as formal education.",6,50,Emily,8,39,1,8,3,white-caucasian,female,3,3,no,5,5,5,5,5,32,10,1,4,2,15,4.5
1653929429107_6qhh0,46,2,3,2,2,1,1,No,6,10,Emily,4,39,2,8,3,white-caucasian,male,1,3,no,6,20,1,6,5,455,900,1,5,2,8,5.16666666666667
1653929543480_htwkc,40,3,3,4,3,2,2,not at this time,6,10,Emily,8,20,2,8,4,white-caucasian,male,2,5,no,2,12,3,4,2,50,30,2,5,3,30,4.16666666666667
1653929702083_vorco,38,5,3,4,5,4,4,No,1,50,June,8,20,1,8,5,white-caucasian,female,2,6,no,2,12,5,5,5,200,200,2,5,5,12,2.83333333333333
1653929705376_yhzap,70,3,4,3,3,3,4,no,6,10,Emily,4,39,2,8,4,white-caucasian,female,3,4,no,6,18,1,6,4,200,200,1,5,3,24,3.66666666666667
1653929731132_nhagl,45,5,5,4,3,4,3,"",3,50,June,8,20,2,7,4,white-caucasian,female,2,4,no,5,16,7,3,1,100,12,1,5,4,22,3
1653929790526_2lia6,19,2,1,2,1,2,2,pay better not change,6,10,emily,4,39,2,8,2,white-caucasian,female,1,3,no,4,13,3,1,5,4000,40,2,5,2,7,5.33333333333333
1653929821963_j20yw,41,4,4,4,4,4,4,Thank you for allowing me to participate.,6,50,June,8,80,1,7,4,white-caucasian,male,2,4,no,6,7,2,3,4,5000,2500,2,5,4,10,3
1653929836452_svxt4,43,2,2,1,1,1,1,No,6,10,Emily,24,39,2,8,1,white-caucasian,male,3,3,no,5,17,6,3,3,120,100,2,5,1,11,5.66666666666667
1653929879165_m7ive,30,1,1,1,1,1,1,"No, no comments.",3,50,June,4,20,2,8,3,other,male,3,3,no,4,13,3,3,5,64,6,2,4,3,30,6
1653929885358_k78pz,64,2,2,3,2,2,1,I am a Libertarian,6,19,Emily,4,39,1,8,5,white-caucasian,male,4,4,no,6,18,1,7,1,40,1,2,4,2,20,5
1653929984355_s0pyy,42,2,2,2,2,2,2,"",6,50,Emily,8,20,1,8,2,white-caucasian,female,3,2,no,5,18,1,4,1,350,2,1,5,1,16,5
1653929999258_9qvid,37,3,3,5,5,5,5,No,2,10,June,8,20,1,7,3,white-caucasian,male,3,2,no,5,16,6,4,4,300,25,2,5,3,30,2.66666666666667
1653930006404_4qgwu,28,5,5,4,4,3,3,no,6,50,June,8,20,2,8,4,white-caucasian,female,2,5,no,4,2,1,4,1,220,1050,1,5,4,14,3
1653930040711_c8uo2,44,1,2,2,1,1,1,no,6,10,Emily,8,39,1,8,2,white-caucasian,male,1,2,no,6,18,7,5,5,4000,2500,2,5,1,7,5.66666666666667
1653930181217_5n04p,21,2,2,1,2,2,1,"",6,50,Emily,8,20,2,7,3,other,male,1,2,no,4,2,1,2,5,75,102,1,3,3,16,5.33333333333333
1653930215292_fuecq,42,1,1,1,1,1,1,No.,6,10,Emily,4,20,2,7,1,white-caucasian,female,1,1,no,5,17,6,6,1,134,32,1,4,1,10,6
1653930246588_ppo2c,32,4,4,3,3,3,3,no,6,50,Emily,8,20,1,7,2,black-african-american,female,3,3,no,6,21,6,5,5,75,2,2,5,2,14,3.66666666666667
1653930272669_rtrwr,44,3,4,3,3,2,3,"",6,50,Emily,8,20,1,8,3,white-caucasian,female,1,2,no,5,16,4,5,4,15,100,1,5,3,11,4
1653930385899_odoz6,49,2,2,3,2,2,2,n/a,6,50,Emily,8,20,2,8,4,american-indian-alaska-native,female,3,3,no,4,2,6,5,1,200,10,2,5,3,23,4.83333333333333
1653930502595_klg59,29,2,2,2,1,1,2,"",6,10,Emily ,4,39,2,8,1,white-caucasian,male,3,3,no,5,16,6,4,5,223,679,2,4,2,16,5.33333333333333
